,Delta Ptot,Delta Tdiv,Delta nbar,Quantity,Scenario 1,Scenario 2,Signal 1,Signal 1 D,Signal 1 N,Signal 1 Ne,Signal 1 Ptot,Signal 1 Tdiv,Signal 1 nbar,Signal 2,Signal 2 D,Signal 2 N,Signal 2 Ne,Signal 2 Ptot,Signal 2 Tdiv,Signal 2 nbar,quadratic_mean
1134,3.95,2.24,0.23,jsat,3?,2,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,10293.7090757
701,4.08,14.39,0.98,jsat,,,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,10311.2713161
309,7.86,10.94,0.28,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,10336.6619368
265,3.27,14.37,0.42,jsat,2,2,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,10353.2175005
1020,6.38,11.36,0.13,jsat,,5,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,10366.1127007
190,0.22,0.05,0.11,jsat,2,2,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,10366.7185706
613,0.45,3.37,0.12,jsat,2,2,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,10368.8315514
715,2.14,30.5,1.19,jsat,,,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,10380.9015529
468,2.77,14.83,0.34,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,10403.7432715
704,4.09,13.18,0.89,jsat,,,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,10412.9933357
439,3.1,4.52,0.47,jsat,2,3.5,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,10442.7487369
380,0.97,8.88,0.53,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,10457.9824129
674,4.95,0.07,0.68,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,10463.5267545
1111,2.39,26.13,1.14,jsat,2,2,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,10481.6542465
999,6.79,5.83,0.5,jsat,,10,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,10491.9895983
470,2.08,19.37,0.91,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,10494.4954071
21,4.43,8.28,1.9,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,10507.6952599
635,3.39,1.98,1.03,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,10511.9217526
1079,5.27,6.81,0.14,jsat,,,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,10520.6823853
633,3.41,3.99,1.07,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,10522.1521203
568,3.92,10.71,0.05,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,10536.6237075
113,6.44,10.37,0.29,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,10566.2742053
969,4.36,9.22,0.37,jsat,,2,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,10578.5357338
23,4.45,6.27,1.94,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,10602.2045554
97,10.63,7.07,2.07,jsat,4,5,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,10621.0597111
340,0.9,9.04,0.47,jsat,3,,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,10622.0181083
155,6.62,0.72,0.3,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,10622.7866022
1199,0.09,6.11,1.16,jsat,2,5,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,10636.88671
149,4.47,1.85,0.26,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,10637.5652096
636,3.37,0.41,0.88,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,10659.0695953
1151,2.1,6.19,0.29,jsat,2,4.5,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,10686.2071266
312,,0.0,1.05,jsat,3,3,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,10688.5499172
367,2.94,3.71,0.28,jsat,2,2,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,10747.7224968
1029,6.37,0.88,0.57,jsat,,,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,10783.0411841
26,4.44,5.06,2.03,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,10842.4374783
854,1.07,3.62,0.5,jsat,,2,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,10896.7355351
164,1.41,3.42,0.46,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,10902.8949988
717,1.45,3.7,0.06,jsat,,,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,10916.3125502
99,2.38,8.34,0.48,jsat,2,3,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,10933.8346434
619,3.87,5.28,0.17,jsat,2,2,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,10964.4220106
459,3.49,0.97,0.01,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,10970.8540079
628,1.79,0.49,0.87,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,10977.6084614
56,7.71,12.67,2.78,jsat,4,2,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,11080.2310793
226,6.59,1.52,0.34,jsat,2,2,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,11087.6574055
58,7.53,9.26,2.9,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,11111.5585201
37,10.67,22.38,1.73,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,11134.8196157
505,1.01,4.5,0.24,jsat,,2,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,11159.9666426
303,5.78,12.78,0.08,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,11160.6907136
975,7.78,7.31,0.08,jsat,,2,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,11169.4587281
933,6.78,7.04,0.59,jsat,,10,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,11178.1259053
951,6.31,3.58,0.54,jsat,,,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,11179.5647636
632,2.01,1.95,1.58,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,11188.6483901
659,3.04,0.62,1.37,jsat,2,4.5,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,11189.7564974
742,0.85,5.08,0.21,jsat,,2,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,11192.0933817
1156,0.56,23.15,0.8,jsat,,10,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,11198.7004518
889,6.8,9.05,0.63,jsat,,10,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,11236.5200933
1172,1.25,11.05,0.45,jsat,,10,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,11239.6943912
541,1.17,4.69,0.26,jsat,,2.5,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,11244.7013802
142,7.86,10.66,0.12,jsat,2,5,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,11263.181543
420,3.46,5.76,0.58,jsat,2,,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,11307.2889091
125,1.7,18.84,1.7,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,11307.4221842
761,5.15,10.23,0.16,jsat,,,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,11342.1096768
455,3.43,3.67,0.02,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,11367.1378891
967,4.23,9.96,0.46,jsat,,2.5,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,11387.7357385
54,5.15,9.39,2.67,jsat,4,3,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,11419.0577271
634,3.34,7.7,1.38,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,11447.2172426
66,9.4,8.2,2.36,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,11459.2379122
282,5.56,13.68,0.33,jsat,3,2,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,11467.7687503
780,1.41,0.05,0.05,jsat,,3.5,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,11475.6943822
641,3.49,1.5,0.76,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,11483.6478411
174,5.24,1.65,0.15,jsat,3,3?,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,11507.3403675
285,6.5,0.77,1.24,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,11507.7391147
373,4.23,5.51,0.15,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,11532.2563378
263,3.14,13.63,0.33,jsat,2,2.5,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,11557.287216
400,6.37,1.0,0.26,jsat,2,2,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,11615.3802238
570,3.95,9.19,0.08,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,11640.332643
565,3.91,9.5,0.04,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,11666.0917438
545,3.18,7.12,0.13,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,11684.408901
563,3.93,7.49,0.08,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,11688.2275286
777,1.32,7.24,0.87,jsat,,2,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,11701.6836319
39,9.98,11.82,2.98,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,11715.3380116
907,6.28,4.53,1.04,jsat,,,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,11727.0422965
109,5.52,21.95,1.5,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,11727.048565
1005,4.08,8.66,0.11,jsat,,2,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,11746.8176064
385,0.93,10.5,0.76,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,11790.8607956
148,4.76,1.3,0.33,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,11794.7327728
548,,3.82,1.46,jsat,,3,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,11829.1949102
623,2.72,8.98,0.47,jsat,2,3.5,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,11884.5166627
974,,1.45,1.66,jsat,,3,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,11884.575207
1033,6.82,7.35,0.47,jsat,,10,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,11900.1733217
453,3.4,4.44,0.48,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,11911.400857
267,5.15,11.2,0.46,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,11968.4972227
1046,6.43,4.67,0.42,jsat,,,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,11986.3290304
965,4.16,14.23,0.53,jsat,,,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,12007.7842719
971,6.24,12.39,0.33,jsat,,,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,12008.2168567
566,3.89,11.89,0.11,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,12033.8014698
816,5.01,1.6,0.32,jsat,,,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,12034.1819896
1083,6.25,2.07,0.66,jsat,,2,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,12088.3063861
436,3.01,11.71,0.45,jsat,2,2,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,12103.2929986
1059,4.32,10.84,0.6,jsat,,2,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,12146.4444584
311,7.98,5.37,0.98,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,12146.4579584
270,,22.14,0.87,jsat,2,3,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,12149.1286504
539,1.1,8.96,0.33,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,12157.2656757
520,0.36,1.62,0.91,jsat,,2,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,12159.6363428
460,3.55,4.76,0.14,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,12173.0610444
352,4.59,17.31,1.08,jsat,3,,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,12210.9562066
242,2.33,19.94,1.5,jsat,2,2,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,12241.3301718
1065,7.74,8.93,0.31,jsat,,2,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,12271.7892104
402,5.49,5.85,0.13,jsat,2,4.5,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,12278.887969
955,6.76,4.65,0.44,jsat,,10,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,12297.550878
111,6.63,9.53,0.17,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,12315.4958889
96,10.64,7.57,2.37,jsat,4,4.5,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,12332.3087327
0,3.01,13.83,1.42,jsat,2,2,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,12333.0469191
279,5.1,5.46,0.42,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,12337.3225342
670,4.88,2.22,0.63,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,12366.0006018
67,9.38,7.91,2.35,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,12394.106992
375,4.46,3.28,0.34,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,12420.2591004
503,0.88,5.24,0.33,jsat,,2.5,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,12432.1273472
350,5.28,16.89,0.17,jsat,3,,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,12448.7338889
94,11.52,12.42,2.24,jsat,4,2,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,12462.8104096
261,3.07,9.36,0.26,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,12501.6852686
721,2.43,5.18,0.46,jsat,,2,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,12504.9395591
829,0.53,15.28,1.27,jsat,,,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,12508.154401
521,1.82,3.05,0.83,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,12522.5001993
169,1.45,5.04,0.69,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,12535.0155704
371,4.24,4.74,0.37,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,12536.1491226
827,1.22,18.92,0.02,jsat,,,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,12536.9112146
1130,2.41,7.32,0.02,jsat,3?,,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,12567.5767274
51,5.37,13.37,2.61,jsat,4,2,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,12579.7151943
804,2.58,3.94,0.6,jsat,,2,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,12580.610617
101,4.94,5.06,0.59,jsat,2,2,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,12600.7677604
836,1.6,0.79,0.17,jsat,,3.5,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,34189 (4.25-4.50),18.8358,7.42697,0.0,15.09,20.13,7.44,12642.7736221
482,0.07,1.07,0.84,jsat,,2,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,12644.8377755
1192,0.44,0.57,0.71,jsat,2,2,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,12663.6842473
1133,,3.62,1.35,jsat,3?,3,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,12678.2422385
