,Quantity,Signal 1,Signal 2,DTW,
2198,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2197,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2325,jsat,34188 (4.90-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
2196,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2195,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2205,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2194,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2193,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2192,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2191,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2331,jsat,34188 (4.90-5.06),34189 (6.25-6.50),Could not retreive ua3 data,
2190,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2189,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2188,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2187,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2332,jsat,34188 (4.90-5.06),34189 (6.25-6.50),Could not retreive ua3 data,
2186,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2333,jsat,34189 (2.87-3.20),32239 (2.11-2.47),Could not retreive ua3 data,
2326,jsat,34188 (4.90-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
2324,jsat,34188 (4.90-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
2323,jsat,34188 (4.90-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
2322,jsat,34188 (4.90-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
2217,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2216,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2215,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2214,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2213,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2212,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2211,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2210,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2305,jsat,34188 (4.28-4.45),32239 (2.11-2.47),Could not retreive ua3 data,
2209,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2306,jsat,34188 (4.28-4.45),32239 (2.11-2.47),Could not retreive ua3 data,
2208,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2307,jsat,34188 (4.28-4.45),32239 (2.11-2.47),Could not retreive ua3 data,
2308,jsat,34188 (4.28-4.45),32239 (2.11-2.47),Could not retreive ua3 data,
2309,jsat,34188 (4.28-4.45),32239 (2.11-2.47),Could not retreive ua3 data,
2310,jsat,34188 (4.28-4.45),32239 (2.11-2.47),Could not retreive ua3 data,
2311,jsat,34188 (4.28-4.45),32239 (2.11-2.47),Could not retreive ua3 data,
2316,jsat,34188 (4.28-4.45),34189 (6.25-6.50),Could not retreive ua3 data,
2317,jsat,34188 (4.28-4.45),34189 (6.25-6.50),Could not retreive ua3 data,
2207,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2318,jsat,34188 (4.90-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
2319,jsat,34188 (4.90-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
2320,jsat,34188 (4.90-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
2206,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2321,jsat,34188 (4.90-5.06),32239 (2.11-2.47),Could not retreive ua3 data,
2334,jsat,34189 (2.87-3.20),32239 (2.11-2.47),Could not retreive ua3 data,
2368,jsat,34189 (6.25-6.50),32239 (2.11-2.47),Could not retreive ua3 data,
2104,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2103,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2393,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1984,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1983,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1982,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1981,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1980,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1979,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1978,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1977,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1976,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2394,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2392,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2395,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2397,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1975,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1974,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1973,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1972,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1971,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1970,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1969,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1968,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1967,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1966,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2396,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1965,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2391,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2389,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2004,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2003,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2002,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2001,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2000,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1999,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1998,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1997,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1996,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1995,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1994,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2390,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1993,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1991,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1990,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1989,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1988,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1987,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2385,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2386,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1986,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2387,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2388,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1985,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1992,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
1964,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1963,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1962,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2399,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2400,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1932,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1931,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1930,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1929,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1928,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1927,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1926,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1925,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1924,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1933,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2401,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1922,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1921,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1920,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1919,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1918,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2402,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1917,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1916,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1915,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2403,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1914,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1923,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2398,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1934,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1935,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1961,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1960,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1959,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1958,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1957,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1956,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1955,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1954,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1953,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1952,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1951,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1950,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1949,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1948,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1947,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1946,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1945,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1944,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1942,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1941,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1940,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1939,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1938,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1937,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
1936,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2005,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2006,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2007,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2008,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2083,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2082,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2081,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2080,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2079,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2078,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2077,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2076,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2075,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2074,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2073,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2084,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2072,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2070,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2069,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2068,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2067,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2066,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2065,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2064,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2063,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2062,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2061,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2060,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2071,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2085,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2086,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2087,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2369,jsat,34189 (6.25-6.50),32239 (2.11-2.47),Could not retreive ua3 data,
2370,jsat,34189 (6.25-6.50),32239 (2.11-2.47),Could not retreive ua3 data,
2371,jsat,34189 (6.25-6.50),32239 (2.11-2.47),Could not retreive ua3 data,
2372,jsat,34189 (6.25-6.50),32239 (2.11-2.47),Could not retreive ua3 data,
2373,jsat,34189 (6.25-6.50),32239 (2.11-2.47),Could not retreive ua3 data,
2102,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2101,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2100,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2099,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2098,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2097,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2096,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2095,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2094,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2374,jsat,34189 (6.25-6.50),32239 (2.11-2.47),Could not retreive ua3 data,
2375,jsat,34189 (6.25-6.50),34189 (5.25-5.50),Could not retreive ua3 data,
2376,jsat,34189 (6.25-6.50),34189 (5.25-5.50),Could not retreive ua3 data,
2093,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2377,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2378,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2092,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2091,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2090,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2089,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2088,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2059,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
1913,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2058,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2056,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2384,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2031,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2030,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2029,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2028,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2027,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2026,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2025,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2024,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2023,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2022,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2032,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2021,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2019,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2018,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2017,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2016,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2015,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2014,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2013,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2012,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2011,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2010,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2009,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2020,jsat,32932 (2.51-2.91),34189 (6.25-6.50),Could not retreive ua3 data,
2033,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2383,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2034,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2055,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2054,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2053,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2052,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2051,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2050,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2049,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2048,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2047,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2046,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2045,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2379,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2044,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2380,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2043,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2381,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2382,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2042,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2041,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2040,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2039,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2038,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2037,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2036,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2035,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2057,jsat,32932 (3.50-3.91),34189 (6.25-6.50),Could not retreive ua3 data,
2151,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2500,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
334,jsat,30506 (4.93-5.03),32239 (2.11-2.47),Could not retreive ua3 data,
1081,jsat,32234 (3.50-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
1082,jsat,32234 (3.50-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
1083,jsat,32234 (3.50-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
1084,jsat,32234 (3.50-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
1085,jsat,32234 (3.50-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
1086,jsat,32234 (3.50-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
1087,jsat,32234 (3.50-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
1088,jsat,32234 (3.50-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
1089,jsat,32234 (3.50-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
401,jsat,32201 (2.55-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
389,jsat,32201 (2.55-2.77),32239 (2.11-2.47),Could not retreive ua3 data,
388,jsat,32201 (2.55-2.77),32239 (2.11-2.47),Could not retreive ua3 data,
402,jsat,32201 (2.55-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
387,jsat,32201 (2.55-2.77),32239 (2.11-2.47),Could not retreive ua3 data,
385,jsat,32201 (2.55-2.77),32239 (2.11-2.47),Could not retreive ua3 data,
384,jsat,32201 (2.55-2.77),32239 (2.11-2.47),Could not retreive ua3 data,
383,jsat,32201 (2.55-2.77),32239 (2.11-2.47),Could not retreive ua3 data,
382,jsat,32201 (2.55-2.77),32239 (2.11-2.47),Could not retreive ua3 data,
381,jsat,32201 (2.55-2.77),32239 (2.11-2.47),Could not retreive ua3 data,
1101,jsat,32234 (3.50-3.70),34189 (6.25-6.50),Could not retreive ua3 data,
1102,jsat,32234 (3.50-3.70),34189 (6.25-6.50),Could not retreive ua3 data,
1120,jsat,32234 (4.69-4.94),32239 (2.11-2.47),Could not retreive ua3 data,
1121,jsat,32234 (4.69-4.94),32239 (2.11-2.47),Could not retreive ua3 data,
1122,jsat,32234 (4.69-4.94),32239 (2.11-2.47),Could not retreive ua3 data,
1123,jsat,32234 (4.69-4.94),32239 (2.11-2.47),Could not retreive ua3 data,
1124,jsat,32234 (4.69-4.94),32239 (2.11-2.47),Could not retreive ua3 data,
386,jsat,32201 (2.55-2.77),32239 (2.11-2.47),Could not retreive ua3 data,
434,jsat,32233 (2.76-2.96),32239 (2.11-2.47),Could not retreive ua3 data,
435,jsat,32233 (2.76-2.96),32239 (2.11-2.47),Could not retreive ua3 data,
436,jsat,32233 (2.76-2.96),32239 (2.11-2.47),Could not retreive ua3 data,
1008,jsat,32233 (3.81-4.00),32239 (2.11-2.47),Could not retreive ua3 data,
490,jsat,32201 (3.66-3.93),32239 (2.11-2.47),Could not retreive ua3 data,
489,jsat,32201 (3.66-3.93),32239 (2.11-2.47),Could not retreive ua3 data,
488,jsat,32201 (3.66-3.93),32239 (2.11-2.47),Could not retreive ua3 data,
487,jsat,32201 (3.66-3.93),32239 (2.11-2.47),Could not retreive ua3 data,
486,jsat,32201 (3.66-3.93),32239 (2.11-2.47),Could not retreive ua3 data,
1020,jsat,32233 (3.81-4.00),34189 (6.25-6.50),Could not retreive ua3 data,
1021,jsat,32233 (3.81-4.00),34189 (6.25-6.50),Could not retreive ua3 data,
455,jsat,32233 (2.76-2.96),34189 (6.25-6.50),Could not retreive ua3 data,
1042,jsat,32233 (5.05-5.33),32239 (2.11-2.47),Could not retreive ua3 data,
